Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription
1012,1992,1,5,6,,,4,3,3.7,,,0,CHINA,SOUTHNanCHINANanSEA,18,108,0.8,5,,-0.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
1013,1992,4,25,18,6,4.2,4,1,7.2,,,0,USA,"CAPENanMENDOCINO,NanN.NanCALIFORNIA",40.368,-124.316,1.8,14,,0.8,0.5,,,,,,,,,,,,,,,,,98,2,66,4,,,,
1014,1992,5,17,10,15,31.3,4,1,7.3,,,1,PHILIPPINES,PHILIPPINES,7.191,126.762,6,3,,,,,,,,,,,1,12,,,,,,,,,,,1,12,1,,
1015,1992,5,27,5,13,38.8,4,1,7.1,,,0,SOLOMONNanISLANDS,SANTANanCRUZNanISLANDS,-11.122,165.239,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,1992,7,3,,,,2,9,,,,0,USA,"DAYTONANanBEACH,NanFL",,,3,4,,,,,,,,75,2,,1,,,,,,,,,75,2,,1,,,,
1017,1992,7,18,8,36,58.7,4,1,7,,,0,JAPAN,HONSHUNanISLAND,39.419,143.33,0.3,4,,-2.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
1018,1992,8,11,15,14,55.1,1,1,6.3,,,0,JAPAN,HONSHU,32.536,141.641,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,1992,9,2,0,16,3.3,4,1,7.6,,,8,NICARAGUA,NICARAGUA,11.5,-87.609,9.9,83,,3.3,2.8,170,3,,,489,3,30,4,1500,4,,,170,3,,,489,3,30,4,1500,4,,
1020,1992,12,12,5,29,26.3,4,3,7.8,,,9,INDONESIA,FLORESNanSEA,-8.48,121.896,26.2,111,,4.7,2.7,1169,4,,,500,3,100,4,31785,4,,,2500,4,,,2103,4,100,4,31785,4,,
1021,1993,2,7,13,27,42,4,1,6.3,,,0,JAPAN,HONSHUNanISLAND,37.634,137.245,0.5,1,,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
1022,1993,3,12,14,1,35.4,3,1,6.4,,,0,WALLISNanANDNanFUTUNANan(FRENCHNanTERRITORY),FUTUNA,-14.385,-178.252,,1,,,,,,,,,,,1,,,,,5,1,,,20,1,,1,,2,,2
1023,1993,6,8,13,3,36.4,4,1,7.5,,,0,RUSSIA,KAMCHATKA,51.218,157.829,0.1,6,,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
1024,1993,6,18,11,52,54.8,1,1,6.6,,,0,NEWNanZEALAND,KERMADECNanISLANDS,-28.886,-176.819,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,1993,7,12,13,17,11.9,4,1,7.7,,,19,JAPAN,SEANanOFNanJAPAN,42.851,139.197,32,196,,5,3.1,208,3,,,233,3,1207,4,2374,4,,,231,3,,,233,3,1207,4,2374,4,,
1026,1993,8,7,19,42,41.9,4,1,6.3,,,0,JAPAN,JAPAN,41.985,139.839,0.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,1993,8,8,8,34,24.9,4,1,7.8,,,0,USANanTERRITORY,"GUAM,NanMARIANANanISLANDS",12.982,144.801,2.4,48,,-1,,,,,,,,,1,,,,,,,,,48,1,250,4,,,,
1028,1993,11,13,1,18,4.1,4,1,7,,,0,RUSSIA,KAMCHATKA,51.934,158.647,0.05,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
1029,1994,1,4,,,,1,9,,,,0,USA,"COREANanHARBOR,NanMAINE",44.4,-67.97,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,1994,1,17,12,30,55.3,3,1,6.7,,,0,USA,"WESTNanCOAST,NanUSA",34.213,-118.537,0.1,0,,-3.3,-3,,,,,,,,,,,,,60,2,,,7000,4,40000,4,40000,4,,
1031,1994,1,21,2,24,29.9,4,1,7,,,0,INDONESIA,HALMAHERA,1.015,127.733,2,3,,1,1.5,,,,,,,,,,,,,9,1,,,300,3,,2,,,550,3
1032,1994,2,15,17,7,43.8,-1,1,6.9,,,0,INDONESIA,SOUTHERNNanSUMATRA,-4.967,104.302,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,1994,4,8,1,10,40.8,4,1,6.4,,,0,JAPAN,HOKKAIDONanISLAND,40.608,143.683,0.11,3,,-2.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
1034,1994,4,28,11,30,,4,8,,,,0,NORWAY,WESTERNNanNORWAY,61.267,6.583,4,1,,,4,,,,,,,,1,,,,,,,,,,,,1,,,,
1035,1994,5,24,4,0,42.1,1,1,6.5,,,0,TAIWAN,TAIWAN,23.959,122.448,0.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1994,6,2,18,17,34,4,1,7.8,,,5,INDONESIA,SOUTHNanOFNanJAVA,-10.477,112.835,13.9,74,,3.7,2.5,238,3,,,423,3,2.2,2,1500,4,,,238,3,,,423,3,2.2,2,1500,4,,
1037,1994,6,3,21,6,59.8,4,1,6.6,,,0,INDONESIA,SOUTHNanOFNanJAVA,-10.362,112.892,3.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1994,6,4,0,57,50.6,2,1,6.5,,,0,INDONESIA,SOUTHNanOFNanJAVA,-10.777,113.366,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,1994,6,5,1,45,2.7,4,1,6.1,,,0,INDONESIA,SOUTHNanOFNanJAVA,-10.341,113.369,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1994,9,1,15,15,53,4,1,7,,,0,USA,N.NanCALIFORNIA,40.402,-125.68,0.07,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,1,,,,
1041,1994,9,16,6,20,18.7,4,1,6.7,,,0,TAIWAN,TAIWANNanSTRAIT,22.528,118.711,0.24,3,,,,,,,,,,,,,,,,1,1,,,400,3,,2,,,,2
1042,1994,9,19,,,,4,6,,2180,,0,PAPUANanNEWNanGUINEA,PAPUANanNEWNanGUINEA,-4.238,152.214,3,3,,1.2,,,,,,,,,1,30,1,,,4,1,,,,,86,4,,1,,
1043,1994,10,4,13,22,55.8,4,1,8.3,,,2,RUSSIA,S.NanKURILNanISLANDS,43.773,147.321,10.4,118,,2.3,2.6,,,,,,,,1,2,1,1,1,11,1,,,382,3,,3,,,,
1044,1994,10,8,21,44,7.2,4,1,6.8,,,0,INDONESIA,HALMAHERA,-1.258,127.98,3,1,,1.6,1.5,1,1,,,52,2,,2,,,500,3,1,1,,,52,2,,2,,,500,3
1045,1994,10,9,7,55,39.5,4,1,7.3,,,0,RUSSIA,S.NanKURILNanISLANDS,43.905,147.916,0.2,2,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
1046,1994,11,4,4,12,,4,8,,,,0,USA,"SKAGWAY,NanAK",59.5,-135.3,9,2,,3.5,2.5,1,1,,,,,25,4,,,,,1,1,,,,,25,4,,,,
1047,1994,11,14,19,15,30.6,4,1,7.1,,,3,PHILIPPINES,PHILIPPINENanISLANDS,13.525,121.067,7.3,56,,2.9,2.1,81,2,,,225,3,3.7,2,797,3,3288,4,81,2,,,225,3,3.7,2,797,3,3288,4
1048,1994,12,28,12,19,23,4,1,7.8,,,0,JAPAN,"TOHUKU,NanJAPAN",40.525,143.419,0.53,13,,,,,,,,,,,,,,,,3,1,,,200,3,170.4,4,,,,
1049,1994,,,,,,3,8,,,,0,RUSSIA,KERCHNanSTRAIT,45.22,36.72,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,1995,1,16,20,46,53.6,4,1,6.9,,,0,JAPAN,"KOBE,NanJAPAN",34.59,135.069,0.34,2,,-2.3,-2,,,,,,,,,,,,,6434,4,,,43792,4,100000,4,186175,4,274182,4
1051,1995,4,7,22,6,56.8,4,1,7.4,,,0,SAMOA,SAMOANanISLANDS,-15.199,-173.529,0.09,2,,-1.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
1052,1995,4,21,0,34,46,4,1,7.2,,,0,PHILIPPINES,SAMARNanISLAND,12.059,125.58,0.2,1,,-3.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
1053,1995,4,21,5,17,1.3,4,1,6.8,,,0,PHILIPPINES,SAMARNanISLAND,12.047,125.92,0.2,0,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
1054,1995,5,13,8,47,12.7,-1,1,6.6,,,0,GREECE,GREECE,40.149,21.695,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,1995,5,14,11,33,21.1,4,3,6.9,,,0,INDONESIA,TIMORNanSEA,-8.452,125.049,4,2,,2,1.5,11,1,,,19,1,,1,,2,,,11,1,,,19,1,,1,,2,,
1056,1995,5,16,20,12,44.2,4,1,7.7,,,0,NEWNanCALEDONIA,LOYALTYNanISLANDS,-23.008,169.9,0.5,9,,-1.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
1057,1995,5,27,13,3,52.6,4,1,7.1,,,0,RUSSIA,SAKHALINNanISLAND,52.629,142.827,0.1,2,,-2.3,-2,,,,,,,,,,,,,1989,4,,,750,3,300,4,,,,
1058,1995,6,15,0,15,48.7,4,3,6.5,,,1,GREECE,GULFNanOFNanCORINTH:NanAIYION,38.401,22.283,1,2,,-1,3,,,,,,,,,,,,,26,1,,,60,2,660,4,,,,
1059,1995,7,30,5,11,23.6,4,1,8,,,3,CHILE,NORTHERNNanCHILE,-23.34,-70.294,3,91,,1.6,1.5,,,,,,,0.131,1,,3,,,3,1,,,58,2,1.791,2,115,3,,
1060,1995,8,16,10,27,28.6,4,1,7.7,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-5.799,154.178,0.28,2,,-1,-1.5,,,,,,,,,,,,,,,,,,,,1,,,,
1061,1995,9,14,14,4,31.4,3,1,7.4,,,0,MEXICO,S.NanMEXICO,16.779,-98.597,0.4,1,,-1.3,-1,,,,,,,,,,,,,3,1,,,100,2,,2,,,,
1062,1995,10,9,15,35,53.9,4,1,8,,,1,MEXICO,S.NanMEXICO,19.055,-104.205,11,34,,2.3,2.5,1,1,,,,,,1,,1,,,50,1,,,200,3,,2,,2,,
1063,1995,10,18,10,37,26.3,4,1,7.1,,,0,JAPAN,RYUKYUNanISLANDS,27.929,130.175,2.59,42,,0.8,1.5,,,,,,,,1,,,,,,,,,1,1,,1,,,,
1064,1995,10,19,2,41,36.1,4,3,6.8,,,0,JAPAN,RYUKYUNanISLANDS,28.094,130.148,1.5,16,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
1065,1995,11,1,0,35,32.7,4,1,6.7,,,0,CHILE,NORTHERNNanCHILE,-28.906,-71.417,0.07,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
1066,1995,11,22,4,15,11.9,4,1,7.2,,,0,EGYPT,GULFNanOFNanELAT-AQABA,28.826,34.799,4,7,,,,,,,,,,,2,,1,,,11,1,,,47,1,,2,,1,,
1067,1995,12,3,18,1,8.9,4,1,7.9,,,0,RUSSIA,S.NanKURILNanISLANDS,44.663,149.3,1.1,37,,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,
1068,1996,1,1,8,5,10.8,4,1,7.9,,,0,INDONESIA,SULAWESI,0.729,119.931,3.43,16,,2.3,1.8,9,1,,,63,2,1.2,2,400,3,,,9,1,,,63,2,1.2,2,400,3,,
1069,1996,1,1,,,,4,8,,,,0,GREECE,W.NanCORINTHNanGULF,38.367,22.083,2,1,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,
1070,1996,1,2,15,40,,4,6,,2921,,2,RUSSIA,"KARYMSKOYE,NanKAMCHATKA,NanRUSSIA",54.05,159.43,30,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
1071,1996,2,17,5,59,30.5,4,1,8.2,,,1,INDONESIA,IRIANNanJAYA,-0.891,136.952,7.7,115,,2.9,1.8,110,3,,,100,2,4.2,2,,4,,,164,3,,,432,2,4.2,2,5043,4,,
1072,1996,2,21,12,51,1.3,4,1,7.5,,,1,PERU,N.NanPERU,-9.593,-79.587,5.04,59,,2.3,1.9,12,1,,,57,2,,1,15,1,22,1,12,1,,,57,2,,1,15,1,22,1
1073,1996,2,25,3,8,15.8,4,1,7.1,,,0,MEXICO,MEXICO,15.978,-98.07,0.1,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
1074,1996,4,24,8,0,,0,0,,,,1,SWITZERLAND,LAKENanBRIENZ,46.73,7.97,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1996,6,10,4,3,35.4,4,1,7.9,,,0,USA,"ANDREANOFNanISLANDS,NanAK",51.564,-177.632,0.51,64,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
1076,1996,6,10,15,24,56,4,1,7.3,,,0,USA,"ANDREANOFNanISLANDS,NanAK",51.478,-176.847,0.18,1,,-3.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
1077,1996,9,4,18,16,1.9,4,1,5.7,7539,,0,JAPAN,HONSHUNanISLAND,31.555,139.931,0.3,14,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
1078,1996,9,5,8,14,14.4,4,1,6.9,,,0,CHILE,EASTERNanISLANDNanREGION,-22.118,-113.436,0.09,2,,-3.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
1079,1996,9,5,23,42,6,4,1,6.8,,,0,TAIWAN,TAIWANNanREGION,21.898,121.498,0.11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,1996,10,18,10,50,20.8,4,1,6.6,,,0,JAPAN,KYUSHUNanISLAND,30.568,131.093,0.2,1,,-2.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
1081,1996,10,19,14,44,40.7,4,1,6.7,,,0,JAPAN,KYUSHUNanISLAND,31.885,131.468,0.55,6,,0.1,0.5,,,,,,,,,,,,,,,,,,,,1,,,,
1082,1996,11,12,16,59,44,4,1,7.7,,,0,PERU,S.NanPERU,-14.993,-75.675,0.4,3,,-1.7,-1,,,,,,,,,,,,,14,1,,,560,3,,4,,,4000,4
1083,1996,12,2,22,17,59.2,4,1,6.7,,,0,JAPAN,SEANanOFNanJAPAN,31.789,131.314,0.2,4,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
1084,1997,3,12,,,,3,0,,,,0,NEWNanCALEDONIA,NEWNanCALEDONIA,-21.7,168,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,1997,4,10,,,,1,0,,,,0,HONDURAS,GULFNanOFNanFONSECA,13.1,-87.6,15,1,,,,,,,,,,0.3,1,,,,,,,,,,,0.3,1,,,,
1086,1997,4,18,,,,1,0,,,,0,AUSTRALIA,NORFOLKNanISLAND,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,1997,4,21,12,2,26.4,4,1,7.7,,,0,SOLOMONNanISLANDS,SANTANanCRUZNanIS.NanVANUATU,-12.584,166.676,3,41,,-2.3,-2,,,,,,,,1,7,1,,,,,,,,,,1,7,1,,
1088,1997,7,9,19,24,13.1,3,1,7,,,0,VENEZUELA,CARIACO-CUMANA,10.598,-63.486,,1,,,,,,,,,,,,,,,,81,2,,,522,3,81,4,,,,
1089,1997,9,30,6,27,24.7,4,1,6.2,,,0,JAPAN,S.NanOFNanHONSHUNanISLAND,31.959,141.878,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,1997,10,14,9,53,18.1,4,1,7.7,,,0,TONGA,TONGANanISLANDS,-22.1,-176.77,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,1997,12,5,11,26,54.6,4,1,7.8,,,0,RUSSIA,KAMCHATKA,54.841,162.035,8,18,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
1092,1997,12,14,3,30,,3,8,,,,0,RUSSIA,KAMCHATKA,54.841,162.035,8,1,,3,2,,,,,,,,1,,,,,,,,,,,,1,,,,
1093,1997,12,26,8,,,4,7,,4808,,0,MONTSERRAT,WHITENanRIVERNanVALLEY,16.72,-62.18,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,1998,3,19,18,30,,4,8,,,,0,NORWAY,WESTERNNanNORWAY,61.183,5.267,6,1,,,4,,,,,,,,2,,,,2,,,,,,,,2,,,,2
1095,1998,3,25,3,12,25,3,1,8.1,,,0,ANTARCTICA,BALLENYNanISLANDS,-62.877,149.527,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,1998,5,3,23,30,21.9,4,1,7.5,,,0,TAIWAN,TAIWAN:NanNanSOUTHEASTNanOF,22.306,125.308,0.13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,1998,5,30,18,18,15,4,1,6.2,,,0,JAPAN,SANRIKU,39.027,143.441,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,1998,7,17,8,49,16.1,4,3,7,,,20,PAPUANanNEWNanGUINEA,PAPUANanNEWNanGUINEA,-2.943,142.582,15.03,93,,,,1636,4,,,1000,3,,3,,3,,,1636,4,,,1000,3,,3,,3,,
1099,1998,11,29,14,10,31.9,2,1,7.7,,,0,INDONESIA,TALIABUNanISLAND,-2.071,124.891,2.75,1,,,1,,,,,,,,1,,2,,,41,1,,,107,3,200,4,1000,3,,
1100,1999,1,20,,,,4,6,,4708,,1,MONTSERRAT,SOUFRIERENanHILLSNanVOLCANO,16.722,-62.18,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1999,8,17,0,1,39.1,4,1,7.6,,,4,TURKEY,"KOCAELI,NanTURKEY",40.76,29.97,2.52,26,,,,155,3,,,,,,2,,,,,17118,4,,,50000,4,20000,4,,,50000,4
1102,1999,9,13,,,,4,8,,,,1,FRENCHNanPOLYNESIA,FATUNanHIVA,-10.52,-138.67,8,9,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1
1103,1999,11,26,13,21,15.5,4,1,7.5,,,0,VANUATU,VANUATUNanISLANDS,-16.423,168.214,6.6,53,,,,5,1,,,,,,3,,3,,,10,1,,,100,2,,3,,3,,
1104,2000,1,26,,,,-1,9,,,,0,PHILIPPINES,"TAWI-TAWI,NanPHILIPPINES",5.1,120.15,20,4,,,,,,,,,3,,3,300,3,,,,,,,,3,,3,300,3,,
1105,2000,4,5,4,36,59.8,4,3,5.5,,,0,GREECE,CRETE,34.22,25.69,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2000,5,4,4,21,16.2,4,1,7.6,,,0,INDONESIA,SULAWESI,-1.105,123.573,6,2,,,,54,2,,,264,,,3,,4,,,54,2,,,264,3,30,4,23000,4,,
1107,2000,6,18,14,44,13.3,4,1,7.9,,,0,AUSTRALIA,SOUTHNanINDIANNanOCEAN,-13.802,97.453,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,2000,7,1,7,1,55.5,4,1,6.1,5104,,1,JAPAN,"KOZU-SHIMANanISLAND,NanHONSHU",34.221,139.131,0.07,4,,,,,,,,,,,,,,,,1,1,,,,3,,1,,,,
1109,2000,7,8,,,,3,8,,,,0,RUSSIA,KERCHNanSTRAIT,45.12,36.7,0.5,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,
1110,2000,7,15,1,30,30.5,4,1,6.1,,,0,JAPAN,HONSHU:NanSNanCOAST,34.319,139.26,0.07,1,,,,,,,,,,,,,,,,,,,,10,1,,1,,,20,1
1111,2000,7,30,12,25,45.5,4,1,6.5,,,0,JAPAN,HONSHU:NanSNanCOAST,33.901,139.376,0.14,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,
1112,2000,11,4,19,30,0,1,8,,,,0,USA,"POINTNanARGUELLO,NanS.NanCALIFORNIA",34.5,-120.65,4.6,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
1113,2000,11,16,4,54,55.9,4,1,8,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-4.001,152.327,3,9,,,,,,,,,,,2,,,,,2,1,,,,,,2,,3,,
1114,2000,11,21,18,4,50,4,8,,,,1,GREENLAND,"PAATUUT,NanGREENLAND",70.25,-52.75,50,4,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,
1115,2001,1,13,17,33,32.3,3,1,7.7,,,0,ELNanSALVADOR,ELNanSALVADOR,13.049,-88.66,0.25,1,,,,,,,,,,,,,,,,844,3,,,4723,4,753,4,108226,4,169632,4
1116,2001,6,23,20,33,14.1,4,1,8.4,,,4,PERU,S.NanPERU,-16.265,-73.641,8.8,152,,,,26,1,70,2,,,,4,2000,4,,,103,3,138,3,2713,4,200,4,25399,4,,
1117,2001,10,12,5,2,34,4,1,6.1,,,0,CANADA,QUEENNanCHARLOTTENanISLANDS,52.63,-132.2,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,2001,12,18,4,2,58.2,4,1,6.8,,,0,TAIWAN,TAIWAN,23.954,122.734,0.16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,2002,1,2,17,22,48.7,4,1,7.2,,,0,VANUATU,VANUATUNanISLANDS,-17.6,167.856,3,2,,-4.64,-4.14,,,,,,,,,,,,,,,,,,2,,1,,,,2
1120,2002,3,5,21,16,9.1,4,1,7.5,,,0,PHILIPPINES,"MINDANAONanISLAND,NanPHILIPPINES",6.033,124.249,3,3,,,,,,,,,,,1,,,,,15,1,,,100,2,1.714,2,,,800,3
1121,2002,3,24,,,,3,0,,,,0,GREECE,DODECANESENanISLANDS,36.45,28.2,4,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
1122,2002,3,26,3,45,48.7,3,1,6.4,,,0,JAPAN,JAPAN,23.346,124.09,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,2002,3,31,6,52,50.4,4,1,7.1,,,0,TAIWAN,TAIWAN,24.279,122.179,0.2,11,,,,,,,,,,,,,,,,5,1,,,200,3,,2,100,2,,
1124,2002,9,8,18,44,25.5,4,1,7.6,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-3.26,142.94,5.5,88,,0.58,1.08,,,,,,,,1,,1,,,4,1,,,70,2,,3,,1,873,3
1125,2002,9,13,22,28,29.4,4,1,6.5,,,0,INDIA,"ANDAMANNanISLANDS,NanINDIA",13.036,93.068,,4,,,,,,,,,,,1,,,,1,2,1,,,,,,2,40,1,,1
1126,2002,10,10,10,50,20.5,1,1,7.6,,,0,INDONESIA,IRIANNanJAYA,-1.757,134.297,5,3,,2.32,2.82,,,,,,,,,,,,,8,1,,,632,3,,3,1000,3,900,3
1127,2002,11,4,,,,0,8,,,,0,NEWNanZEALAND,ALBERTNanTOWN,-44.7,169.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,2002,12,30,12,15,,4,7,,4703,,10,ITALY,STROMBOLINanISLAND,38.789,15.213,10.9,41,,,5,,,,,,2,,2,,,,2,,,,,,2,,2,,,,2
1129,2003,1,20,8,43,6,4,1,7.3,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-10.491,160.77,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,2003,1,22,2,6,34.6,4,1,7.5,,,1,MEXICO,S.NanMEXICO,18.77,-104.104,0.61,6,,,0.5,,,,,,,,,,,,,29,1,,,300,3,,3,2005,4,6615,4
1131,2003,5,21,18,44,20.1,4,1,6.8,,,1,ALGERIA,N.NanALGERIA,36.964,3.634,3,39,,1,1.5,,,,,,,,2,,3,,,2287,4,800,3,11000,4,5000,4,19000,4,163000,4
1132,2003,5,27,17,11,28.8,4,1,5.7,,,0,ALGERIA,ALGIERS,36.939,3.578,0.08,2,,,,,,,,,,,,,,,,9,1,,,200,3,,2,,3,,
1133,2003,7,4,,,,0,9,,,,0,USA,"WARRENNanDUNES,NanMICHIGAN",,,,0,,,,7,1,,,,,,,,,,,7,1,,,,,,,,,,
1134,2003,7,12,,,,4,6,,4542,,3,MONTSERRAT,SOUFRIERENanHILLSNanVOLCANO,16.722,-62.18,4,5,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
1135,2003,8,4,4,37,20.1,4,1,7.6,,,0,ANTARCTICA,SCOTIANanSEA,-60.532,-43.411,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1136,2003,8,14,5,14,54.7,3,1,6.3,,,0,GREECE,IONIANNanSEA,39.16,20.605,0.5,1,,,,,,,,,,,1,,,,,,,,,50,1,,2,,,,2
1137,2003,8,21,12,12,49.7,4,3,7.2,,,0,NEWNanZEALAND,SOUTHNanISLAND,-45.104,167.144,4,3,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
1138,2003,9,25,19,50,6.3,4,1,8.3,,,1,JAPAN,HOKKAIDONanISLAND,41.815,143.91,4.4,268,,,,2,1,,,,,,1,,,,,2,1,,,849,3,90,4,,,,
1139,2003,10,31,1,6,28.2,4,1,7,,,0,JAPAN,E.NanHONSHUNanISLAND,37.812,142.619,0.32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,2003,11,17,6,43,6.8,4,1,7.8,,,0,USA,"RATNanISLANDS,NanALEUTIANNanISLANDS,NanAK",51.146,178.65,0.33,20,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1141,2003,12,27,16,0,59,4,1,7.3,,,0,NEWNanCALEDONIA,LOYALTYNanISLANDS,-22.015,169.766,0.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2004,1,28,22,15,30.7,4,1,6.7,,,0,INDONESIA,SERAMNanISLAND,-3.12,127.4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,2004,2,11,8,15,3.8,4,1,5.3,,,1,JORDAN,DEADNanSEA,31.675,35.551,1,1,,,,,,,,,,,,,,,,,,,,4,1,,2,,,,2
1144,2004,8,24,,,,3,8,,,,0,FRANCE,MARSEILLES,43.3,5.37,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,2004,9,5,10,7,7.8,4,1,7.2,,,0,JAPAN,SOUTHNanCOASTNanHONSHUNanISLAND,33.07,136.618,0.63,12,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,
1146,2004,9,5,14,57,18.6,4,1,7.4,,,0,JAPAN,SOUTHNanCOASTNanHONSHUNanISLAND,33.184,137.071,0.93,24,,,,,,,,,,,,,,,,,,,,40,1,,1,,,,
1147,2004,11,2,10,2,12.8,4,1,6.6,,,0,CANADA,VANCOUVERNanISLAND,49.277,-128.772,0.06,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,2004,11,11,21,26,41.1,4,1,7.5,,,0,INDONESIA,KEPULAUANNanALOR,-8.152,124.868,2,3,,,,,,,,,,,1,,,1,1,34,1,,,400,3,,3,781,3,16712,4
1149,2004,11,21,11,41,7.7,4,1,6.3,,,1,GUADELOUPENan(FRENCHNanTERRITORY),"BASSE-TERRE,NanLESNanSAINTES",15.679,-61.706,2,9,,,,,,,,,,,,,,,,1,1,,,12,1,,2,,3,,
