Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription
282,1924,5,30,,,,-1,9,,,,0,USA,HAWAII,,,5,3,,2.3,2,,,,,,,,,,,,,,,,,,,,,,,,
283,1924,6,2,,,,-1,1,,,,0,PHILIPPINES,W.NanLUZONNanISLAND,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,
284,1924,6,26,1,37,34,3,1,7.8,,,0,AUSTRALIA,MACQUARIENanISLAND,-56,157.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1924,7,19,,,,1,0,,,,1,NEWNanZEALAND,CHATHAMNanI.,-43.95,-176.567,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
286,1924,8,8,,,,1,0,,,,0,USA,"CONEYNanISLAND,NanNY",40.567,-73.983,4.6,1,,,,,,,,4,1,,,,,,,,,,,,,,,,,,
287,1924,8,28,,,,1,1,,,,0,ICELAND,ICELAND:NanREYKJAVIK,64.15,-21.95,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1924,8,30,3,4,7,2,1,7.3,,,0,PHILIPPINES,E.NanMINDANAONanISLAND,8.5,126.5,,2,,,0.5,,,,,,,,,,,,,,,,,,,,2,,2,,
289,1925,1,8,,,,1,1,,,,0,INDONESIA,BANDANanSEA,-8,115,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
290,1925,2,23,23,53,36,3,3,6,,,0,USA,"GULFNanOFNanALASKA,NanAK",60,-146,1.4,1,,0.5,1,,,,,,,,1,,,,,,,,,,,,1,,,,
291,1925,5,4,17,25,,1,0,,,,0,MEXICO,MEXICO,14.583,-106.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1925,5,5,10,6,6,2,1,6.8,,,0,PHILIPPINES,W.NanLUZONNanISLAND,9.3,122.7,,1,,,0.5,,,,,,,,,,,,,17,1,,,,,,2,,2,,
293,1925,5,11,,,,-1,9,,,,0,ITALY,CALABRIANNanARC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1925,5,15,11,56,57,2,1,7.1,,,0,CHILE,NORTHERNNanCHILE,-26,-71.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1925,5,25,3,43,6,2,1,6.3,,,0,PHILIPPINES,W.NanLUZONNanISLAND,12.2,122.1,,2,,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
296,1925,10,4,16,,,4,9,,,,0,USA,CALIFORNIA,,,0.34,2,,,-3.5,,,,,,,,,,,,,,,,,,,,,,,,
297,1925,11,13,12,14,45,2,1,7.3,,,0,PHILIPPINES,PHILIPPINENanSEA,13,125,,2,,,0.5,,2,,,,,,2,,3,,,,2,,,,3,,2,,3,,
298,1925,11,16,11,54,54,1,1,7,,,0,MEXICO,S.NanMEXICO,18.5,-107,11,1,,3.5,3,,,,,,,,,,,,,,,,,,,,2,,,,
299,1925,11,25,,,,-1,1,,,,0,PHILIPPINES,SULUNanSEA,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1925,12,22,,,,1,9,,,,0,"MICRONESIA,NanFED.NanSTATESNanOF",CAROLINENanISLANDS,10,138,,1,,,1.5,,3,,,,3,,3,,3,,,,3,,,,3,,3,,3,,
301,1926,1,9,,,,2,8,,,,0,USA,"BERNARD,NanME",44.233,-68.35,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1926,1,25,0,36,25,3,1,7.5,,,0,SOLOMONNanISLANDS,SOLOMONNanSEA,-10.061,159.215,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
303,1926,3,20,9,3,,1,1,,,,0,USA,HAWAII,20.5,-155.5,1.5,1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
304,1926,3,31,,,,-1,9,,,,0,COOKNanISLANDS,COOKNanISLANDS,,,,1,,,2.5,1,1,,,,,,2,,2,,,1,1,,,,,,2,,2,,
305,1926,6,28,3,23,25,0,1,5.8,,,0,INDONESIA,SW.NanSUMATRA,-0.7,100.6,,1,,,,,,,,,3,,2,,,,,,3,,,,3,,2,,,,
306,1926,7,30,,,,1,1,,,,0,UK,ENGLISHNanCHANNEL,49.21,-2.131,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1926,7,,,,,1,0,,,,0,SOUTHNanKOREA,S.NanOFNanKOREA,35,128,,0,,,1.5,,3,,,,,,,,,,,,3,,,,,,,,,,
308,1926,8,17,1,42,,2,3,5.3,,,0,ITALY,AEOLIANNanISLANDS,38.567,14.833,,2,,,3,,,,,,,,,,,,,,,,,,1,,3,,1,,2
309,1926,8,30,11,38,12,3,1,7.2,,,0,GREECE,ARGOLIKOSNanGULF,36.5,23.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1926,8,31,10,40,9.7,1,1,5.8,,,0,PORTUGAL,AZORES,37.973,-28.59,0.3,1,,,,,,,,,,,,,,,,9,1,,,200,3,,2,,3,,1
311,1926,9,16,17,59,15,4,1,6.9,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-9.674,159.519,2,3,,1,1.5,,,,,,,,1,,,,,,,,,,,,2,,,,2
312,1926,12,9,,,,2,1,6,,,0,CHILE,NORTHERNNanCHILE,-28,-71,,3,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
313,1926,12,18,14,45,,2,3,,,,0,PORTUGAL,PORTUGAL,38.7,-9.2,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,
314,1926,,,,,,2,0,,,,0,NEWNanZEALAND,"TOLAGANanBAY,NanNORTHNanISLAND",-38.37,178.31,6.35,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
315,1927,1,1,8,17,,1,9,5.7,,,0,USA,S.NanCALIFORNIA,32.5,-115.5,,1,,,1,1,1,,,,,3,2,,,,,1,1,,,,1,3,2,,1,20,1
316,1927,1,24,5,18,22,2,1,5.1,,,0,NORWAY,WESTERNNanNORWAY,59,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1927,3,7,9,27,,4,3,7.6,,,0,JAPAN,SW.NanHONSHUNanISLAND,35.6,135.1,11.3,17,,0.4,0.5,,,,,,,,,,,,,3022,4,,,3295,4,,4,15594,4,9821,4
318,1927,6,26,11,20,48,4,1,6,,,0,UKRAINE,"CRIMEA,NanBLACKNanSEA",44.4,34.4,0.7,0,,-0.5,2,,,,,,,,,,,,,,,,,,,,2,,,,
319,1927,7,11,13,4,,2,1,6.3,,,1,ISRAEL,DEADNanSEA,32,35.5,1,0,,,,,,,,,,,,,,,,268,3,,,,,,3,,,,
320,1927,8,5,21,13,1.1,4,1,6.9,,,0,JAPAN,SANRIKU,37.9,142,0.1,5,,-3.3,,,,,,,,,,,,,,,,,,,,,1,,,,
321,1927,8,18,19,28,,4,1,6.4,,,0,JAPAN,"KASHIMA,NanJAPAN",34.2,142,0.4,2,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,
322,1927,9,6,,,,1,9,,,,0,MEXICO,MEXICO,17,-104,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1927,9,11,22,15,48,4,1,6.8,,,0,UKRAINE,"CRIMEA,NanBLACKNanSEA",44.4,34.5,1,1,,,2,,,,,,,,1,1,2,,,11,1,,,122,3,,4,,4,,4
324,1927,9,16,8,21,,1,1,4.9,,,0,UKRAINE,"CRIMEA,NanBLACKNanSEA",44.3,34,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1927,10,12,8,31,0,2,8,,,,0,USA,"SE.NanALASKA,NanAK",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1927,10,24,15,59,44.8,3,3,7.1,,,0,USA,"SE.NanALASKA,NanAK",57.69,-136.07,,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,
327,1927,11,4,13,50,43,4,1,7.3,,,0,USA,S.NanCALIFORNIA,34.813,-120.774,1.8,8,,1,1,,,,,,,,1,,,,,,,,,,,,2,,,,
328,1927,11,21,23,12,25,3,1,7.1,,,0,CHILE,SOUTHERNNanCHILE,-44.6,-73,,1,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,
329,1927,12,1,4,37,27,3,1,6.3,,,0,INDONESIA,SULAWESI,-0.7,119.7,15,2,,3.9,3,50,1,,,50,1,,2,,2,,,50,1,,,50,1,,3,,3,,
330,1927,12,28,18,20,34.2,4,1,7.5,,,0,RUSSIA,KAMCHATKA,55.663,160.039,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
331,1928,2,9,,,,2,1,5.8,,,0,CANADA,BRITISHNanCOLUMBIA,49,-125,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
332,1928,3,22,4,17,,4,1,7.7,,,0,MEXICO,MEXICO,15.67,-96.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1928,3,26,,,,3,6,,2431,,1,INDONESIA,KRAKATAU,-6.102,105.423,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
334,1928,3,31,0,29,47,1,1,6.5,,,0,GREECE,EASTNanAEGEAN,38.1,27.4,,1,,,2,,,,,,,,,,,,,170,3,,,700,3,,4,2600,4,,3
335,1928,3,31,,,,1,0,,,,0,CHILE,NORTHERNNanCHILE,-23.7,-70.4,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
336,1928,4,9,17,34,15,1,1,6.9,,,0,PERU,S.NanPERU,-13,-69.6,,1,,,1,10,1,,,,,,,,,,,10,1,,,,,,3,,3,,
337,1928,4,22,20,13,46,3,1,6,,,0,GREECE,CORINTHOS-PATRASNanGULF,38,23,0.6,7,,1.1,3,,,,,,,,,,,,,20,1,,,,,,4,3000,4,,
338,1928,4,24,1,14,48,2,1,5,,,0,GREECE,AEGEANNanSEA,38,23.5,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,
339,1928,4,25,0,31,18,1,1,5.2,,,0,GREECE,"GRECIANNanARCHIPELAGO,NanCRETE",38,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1928,4,27,20,34,58,0,1,6.8,,,0,PERU,S.NanPERU,-13,-69.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1928,4,27,,,,2,2,,,,0,GREECE,AEGEANNanSEA,,,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1928,5,2,21,54,32,1,1,6.2,,,0,GREECE,NORTHNanAEGEAN,39.6,29.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1928,5,3,1,25,13,2,1,4.3,,,0,TURKEY,WESTERNNanTURKEY,40.8,26.8,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
344,1928,5,18,,,,2,1,,,,0,TONGA,LIFUKANanISLAND,-19.83,-174.36,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
345,1928,5,27,9,50,0,4,1,7,,,0,JAPAN,SANRIKU,40,143.2,0.45,8,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
346,1928,5,30,,,,-1,0,,,,0,JAPAN,SAPPORO,43.062,141.354,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1928,6,15,6,12,36,3,1,7,,,0,PHILIPPINES,SULUNanSEA,12.4,120.9,,1,,,0.5,,,,,,,,1,,,,,,,,,,,,2,,2,,
348,1928,6,17,3,19,33.1,4,1,7.7,,,0,MEXICO,S.NanMEXICO,16.028,-97.036,0.2,10,,3,1,,,,,,,,1,,,,,4,1,,,,,,2,,,,
349,1928,7,18,19,5,,2,1,7,,,0,PERU,N.NanPERU,-5.5,-79,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1928,8,4,,,,4,7,,394,,1,INDONESIA,FLORESNanSEA,-8.32,121.708,10,2,,3.3,3,128,3,,,,,,1,,,,,226,3,,,200,3,,2,,2,,
351,1928,9,13,,,,-1,9,,,,0,VENEZUELA,CARUPANO,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1928,11,20,20,35,7,2,1,7.1,,,0,CHILE,NORTHERNNanCHILE,-22.5,-70.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1928,12,1,4,6,12,3,1,7.6,,,0,CHILE,CENTRALNanCHILE,-35,-72,1.5,2,,0.6,0.5,,,,,,,,,,,,,279,3,,,,,,3,,3,,
354,1928,12,19,11,37,10,3,1,7.3,,,0,PHILIPPINES,CELEBESNanSEA,7,124,,2,,,1,4,1,,,102,2,,2,,,,,97,2,,,102,2,,2,,3,,
355,1928,,,,,,1,0,,,,0,CANADA,"CURLING,NanNEWFOUNDLAND",48.967,-58,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1929,1,17,11,52,,4,1,6.9,,,0,VENEZUELA,CUMANA,10.6,-65.6,6,5,,1,,,,,,,,,3,,3,,3,50,1,,,800,3,,3,,3,,3
357,1929,3,7,1,34,37.9,4,1,7.8,,,0,USA,"FOXNanISLANDS,NanALEUTIANNanISLANDS,NanAK",50.88,-169.71,1,7,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
358,1929,5,21,16,35,,4,1,7.1,,,0,JAPAN,HIUGANADA,31.7,132.2,0.7,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
359,1929,5,26,22,39,54,3,1,7,,,0,CANADA,BRITISHNanCOLUMBIA,51,-131,1.5,3,,0.6,0,,,,,,,,,,,,,,,,,,,,1,,,,
360,1929,6,13,9,24,34,2,1,7.2,,,0,PHILIPPINES,E.NanMINDANAONanISLAND,8.5,127,,4,,,0.5,,,,,,,,,,,,,,,,,,,,2,,3,,
361,1929,6,16,22,47,32,2,3,7.5,,,0,NEWNanZEALAND,TASMANNanSEA,-41.75,172.25,2.5,2,,1.3,1.5,,,,,,,,,,,,,17,1,,,,,,3,,3,,
362,1929,7,4,,,,0,9,,,,0,USA,"GRANDNanHAVEN,NanMICHIGAN",,,6,0,,,,10,1,,,,,,,,,,,10,1,,,,,,,,,,
363,1929,8,9,,,,2,9,,,,0,CHILE,NORTHERNNanCHILE,-23.7,-70.4,7.5,1,,2,2.5,,,,,,,,,,,,,,,,,,,,,,,,
364,1929,8,12,11,24,0,0,1,,,,0,USA,"ATTICA,NanNEWNanYORK",42.9,-78.3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1929,11,9,,,,2,0,,,,0,INDONESIA,"TJALANG,NanN.W.NanSUMATRA",4.633,95.567,,1,,,,6,1,,,,,,,,,,,6,1,,,,,,,,,,
366,1929,11,18,20,31,59.7,4,3,7.2,,,10,CANADA,"GRANDNanBANKS,NanNEWFOUNDLAND",44.426,-56.03,13,45,,2.2,,28,1,,,,,1,2,,,,,28,1,,,,,1,2,,,,
367,1930,1,3,,,,0,1,5.5,,,0,CHINA,JIANGSUNanPROVINCE,32.2,119.4,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
368,1930,2,16,,,,2,1,,,,0,SPAIN,OFFNanSOUTHERNNanCOAST,36,-3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1930,2,,,,,-1,0,,,,0,USA,HAWAII,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1930,3,4,18,3,,4,8,,,,0,PORTUGAL,MADEIRANanISLAND,32.617,-16.967,5,1,,,,20,1,,,,,,,,,,,20,1,,,,,,,,,,
371,1930,3,17,,,,1,6,,2433,,0,INDONESIA,KRAKATAU,-6.102,105.423,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1930,5,2,,,,4,8,,,,0,NORWAY,MID-NORWAY,63.317,9.85,,0,,,3,,,,,,,,1,,,,,,,,,,,,2,,,,
373,1930,5,5,13,45,58,4,1,7.3,,,0,MYANMARNan(BURMA),MYANMARNanCOAST,17.3,96.5,1.06,1,,,,,,,,,,,3,,3,,,500,3,,,,,,3,,3,,3
374,1930,6,19,13,7,27,3,1,6,,,0,INDONESIA,SOUTHNanOFNanJAVA,-5.6,105.3,1.5,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
375,1930,7,19,15,20,12,2,1,6.5,,,0,INDONESIA,SOUTHNanOFNanJAVA,-9.3,114.3,0.1,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
376,1930,8,31,0,40,38,3,3,5.2,,,0,USA,S.NanCALIFORNIA,34.03,-118.643,3.05,3,,-1,-0.5,1,1,,,,,,,,,,,1,1,,,,,,1,,,,
377,1930,9,11,9,52,,4,6,,26,,1,ITALY,STROMBOLINanISLAND,38.789,15.213,2.5,2,,,3,1,1,,,,,,,,,,,6,1,,,20,1,,2,,,,
378,1930,9,11,,,,1,1,,,,0,INDONESIA,CELEBESNanSEA,1.2,124.57,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
379,1930,9,30,21,20,54.1,3,1,6.6,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-4.423,145.46,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1930,10,30,7,13,10.1,4,1,6,,,0,ITALY,CENTRALNanADRIATIC,43.89,13.483,,1,,,4,,,,,,,,1,,,,,18,1,,,,,,3,,3,,
381,1930,11,5,,,,3,1,,,,0,KENYA,MOMBASA,-4.05,39.667,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1930,12,23,21,35,36,4,1,6.5,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-1.3,144.3,12,29,,3.4,1.5,27,1,,,8,1,,2,104,3,,,27,1,,,8,1,,2,104,3,,
383,1930,12,29,8,26,24,2,1,6,,,0,CHILE,NORTHERNNanCHILE,-28.5,-71,1,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
384,1931,2,2,22,46,51.3,4,3,7.7,,,2,NEWNanZEALAND,N.NanNEWNanZEALAND,-39.772,176.025,15,5,,,0,,,,,,,,1,,,,,261,3,,,400,3,25,4,,,,
385,1931,2,13,1,27,16,1,1,7.1,,,0,NEWNanZEALAND,N.NanNEWNanZEALAND,-39.5,177,0.1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
386,1931,2,19,,,,1,1,,,,0,NEWNanZEALAND,N.NanNEWNanZEALAND,-39.5,177,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1931,3,9,3,49,0,4,1,7.6,,,0,JAPAN,SANRIKU,41.2,142.5,0.4,7,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,
388,1931,3,18,8,2,23,2,1,7.1,,,0,CHILE,CENTRALNanCHILE,-32.5,-72,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1931,6,7,0,25,21,2,1,6,,,0,UK,"DOGGERNanBANK,NanENGLAND",54,1.067,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1931,8,7,2,11,44.2,1,1,7,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-3.417,142.077,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1931,8,19,,,,1,9,,,,0,USA,"ATLANTICNanCITY,NanNJ",39.35,-74.417,3,4,,,,4,1,,,,,,,,,,,4,1,,,,,,,,,,
392,1931,8,31,,,,1,0,,,,0,PORTUGAL,AZORES,38.4,-27.1,,2,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
393,1931,9,25,5,59,44,3,1,7.4,,,0,INDONESIA,SW.NanSUMATRA,-5,102.75,1,1,,4.9,,,,,,,,,,,,,,,,,,,,,1,,,,
394,1931,10,3,19,13,20.8,4,1,7.8,,,0,SOLOMONNanISLANDS,SANNanCRISTOBALNanISLAND,-10.932,161.016,9,13,,3.3,2.5,50,1,,,,,,3,,3,,,50,1,,,,,,3,,3,,
395,1931,11,2,10,2,,4,1,7.1,,,0,JAPAN,SEIKAIDO,32.2,132.1,0.8,9,,-0.3,,,,,,,,,,,,,,1,1,,,,,,,14,1,,
396,1931,12,1,,,,1,0,,,,0,CUBA,NORTHERNNanCOASTNan(LASNanVILLAS),22.8,-80.4,1,2,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
397,1932,2,3,6,16,2,2,1,6.7,,,0,CUBA,SANTIAGONanDENanCUBA,19.706,-75.691,,1,,,,,,,,,,,,,,,,14,1,,,300,3,,3,,,,
398,1932,5,7,,,,-1,9,,,,0,ITALY,CALABRIANNanARC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1932,6,3,10,36,58.9,4,1,8.1,,,1,MEXICO,CENTRALNanMEXICO,19.623,-103.919,10,19,,1.5,2,4,1,,,,,,2,,2,,,400,3,,,120,3,,3,,3,,
400,1932,6,18,10,12,33.3,4,1,7.8,,,0,MEXICO,CENTRALNanMEXICO,19.081,-103.631,1,2,,1,0.5,,,,,,,,,,,,,,,,,,,,2,,,,
401,1932,6,22,12,59,30.6,4,1,7.7,,,1,MEXICO,CENTRALNanMEXICO,19.242,-104.383,10,6,,3.3,1.5,75,2,,,100,2,,3,,,,,75,2,,,100,2,,3,400,3,,
402,1932,6,29,,,,2,1,,,,0,MEXICO,S.NanMEXICO,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1932,9,9,13,38,52,2,1,6.2,,,0,INDONESIA,BANDANanSEA,-3.57,128.35,,2,,,0,,,,,,,,,,,,,,,,,,,,3,73,2,,3
404,1932,9,15,13,54,54,2,1,6.8,,,0,NEWNanZEALAND,N.NanNEWNanZEALAND,-39,177.5,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
405,1932,9,26,19,20,42,1,1,6.9,,,0,GREECE,NORTHNanAEGEAN,40.5,23.9,2,2,,,3,,,,,,,,1,,,,,161,3,,,669,3,,4,4106,4,3218,4
406,1932,11,4,,,,1,1,,,,0,VENEZUELA,CUMANA,10.5,-64.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1932,11,10,,,,-1,9,,,,0,USA,"WILLETTSNanPOINT,NanNEWNanYORK",,,5.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1933,1,8,16,,,4,6,6,2822,,1,RUSSIA,"KHARIMKOTAN,NanN.NanKURILNanISLANDS",49.12,154.508,9,2,,3.2,2,2,1,,,,,,,,,,,2,1,,,,,,,,,,
409,1933,2,23,8,9,12,1,1,7.6,,,0,CHILE,NORTHERNNanCHILE,-20,-71,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1933,3,2,17,31,0,4,1,8.4,,,2,JAPAN,SANRIKU,39.209,144.59,29,294,,4.9,3.5,3022,4,,,,,,4,6000,4,,,3022,4,,,,,,4,6000,4,,
411,1933,3,11,1,54,7.8,1,9,6.3,,,0,USA,S.NanCALIFORNIA,33.616,-117.966,0.1,2,,-3.3,-3,,,,,,,,,,,,,120,3,,,,,41,4,,,,
412,1933,4,23,5,57,35,1,1,6.4,,,0,GREECE,"COS,NanDODECANESE",36.759,27.299,2,1,,,2,,,,,,,,,,,,,181,3,,,600,3,,3,,2,,2
413,1933,5,19,,,,3,1,,,,0,TOGO,GOLDNanCOAST,6.9,0.6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1933,6,18,21,37,0,4,1,7.1,,,0,JAPAN,SANRIKU,38.1,142.4,0.2,8,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,
415,1933,10,2,15,29,21,3,1,6.9,,,0,ECUADOR,ECUADOR,-2,-81,,1,,0.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,
416,1933,12,12,14,11,18,2,1,,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-5,151,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,
417,1933,12,25,,,,1,6,,697,,0,PHILIPPINES,E.NanSAMARNanISLAND,12.77,124.05,,1,,0.5,1,9,1,,,,,,3,,,,,9,1,,,,,,3,,,,
418,1934,1,15,8,43,18,0,1,8,,,0,NEPAL,"BIHAR-NEPAL,NanGANGESNanRIVER",26.773,86.76,,0,,,,,,,,,,,,,,,,10600,4,,,,,,4,,4,,
419,1934,2,14,3,59,34,4,1,7.9,,,0,PHILIPPINES,SOUTHNanCHINANanSEA,17.5,119,,1,,,0.5,,,,,,,,,,,,,,,,,,,,1,,,,
420,1934,4,7,3,,,3,8,,,,1,NORWAY,TAFJORD,62.267,7.4,62.3,12,,,,41,1,,,,,,2,,,,,41,1,,,,,,2,,,,
421,1934,6,3,,,,2,1,,,,0,ICELAND,ICELAND,66,-18.25,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1934,7,18,1,36,24,3,1,7.7,,,0,PANAMA,COSTANanRICA-PANAMA,8,-82.5,,2,,1,1.5,,,,,,,,1,,2,,,,,,,4,1,0.05,1,,2,,
423,1934,7,18,19,40,24,3,1,7.8,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-11.907,166.731,0.65,3,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,
424,1934,7,21,6,18,23.3,3,1,7.2,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-11.139,165.503,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1934,8,21,,,,0,9,,,,0,USA,S.NanCALIFORNIA,33.7,-118.2,12,9,,,3,,,,,,,0.075,1,1,1,,,,,,,,,0.075,1,1,1,,
426,1934,11,30,2,5,10,4,1,7,,,0,MEXICO,MEXICO,18.5,-105.5,0.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,1934,12,4,17,24,38,1,1,6.9,,,0,CHILE,NORTHERNNanCHILE,-19.5,-69.5,,1,,,,,,,,,,,,,,,,,,,,,2,,2,,3,,
428,1934,12,12,14,15,,1,1,,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-4.2,152.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1935,1,4,14,41,30.8,3,3,6.4,,,0,TURKEY,MARMARANanSEA,40.62,27.451,,0,,,2,,,,,,,,,,,,,5,1,,,30,1,,3,,4,,
430,1935,5,30,21,32,46,0,1,7.5,,,0,PAKISTAN,QUETTA,29.5,66.8,,0,,,,,,,,,,,,,,,,60000,4,,,,,25,4,,4,,
431,1935,7,19,0,50,0,4,1,6.5,,,0,JAPAN,JAPAN,36.6,141.4,0.2,1,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,
432,1935,8,22,20,0,,1,9,,,,0,PORTUGAL,AZORES,,,,0,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
433,1935,9,20,1,46,43.5,3,1,7.8,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-3.824,141.416,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1935,10,12,16,45,0,4,1,7.2,,,0,JAPAN,SANRIKU,39.9,143.7,0.3,8,,-1.7,-1,,,,,,,,,,,,,,,,,,,,,,,,
435,1935,10,18,0,11,0,4,1,7,,,0,JAPAN,SANRIKU,40.7,144.3,0.2,2,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
436,1935,11,21,11,41,,1,9,,,,0,USA,HAWAII,19.5,-155.5,,1,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,
